,location,total_sqft,bath,price,bhk
4613,Konanakunte,2400.0,2.0,180.0,3.0
4614,Konanakunte,3746.0,6.0,375.0,4.0
4615,Konanakunte,1423.0,2.0,85.0,3.0
4616,Koramangala,1320.0,2.0,165.0,2.0
4617,Koramangala,1253.0,2.0,102.0,2.0
4618,Koramangala,1580.0,3.0,160.0,3.0
4620,Koramangala,3500.0,5.0,425.0,4.0
4621,Koramangala,1005.0,1.0,110.0,2.0
4622,Koramangala,2292.0,4.0,275.0,3.0
4624,Koramangala,1290.0,2.0,100.0,2.0
4625,Koramangala,1300.0,2.0,110.0,2.0
4627,Koramangala,1325.0,2.0,119.0,2.0
4628,Koramangala,1140.0,2.0,75.2,2.0
4629,Koramangala,1260.0,2.0,100.0,2.0
4630,Koramangala,1975.0,3.0,210.0,3.0
4631,Koramangala,1900.0,2.0,200.0,2.0
4633,Koramangala,2292.0,3.0,286.0,3.0
4634,Koramangala,2300.0,3.0,290.0,3.0
4637,Koramangala,2503.0,6.0,325.0,4.0
4639,Koramangala,1320.0,2.0,150.0,2.0
4640,Koramangala,1320.0,2.0,110.0,2.0
4641,Koramangala,5985.0,4.0,775.0,4.0
4642,Koramangala,2461.0,6.0,353.0,4.0
4644,Koramangala,2246.0,3.0,300.0,3.0
4647,Koramangala,1083.0,2.0,100.0,2.0
4648,Koramangala,1744.0,3.0,200.0,3.0
4649,Koramangala,1180.0,2.0,128.0,2.0
4650,Koramangala,1320.0,2.0,160.0,2.0
4651,Koramangala,1370.0,2.0,125.0,2.0
4652,Koramangala,1100.0,2.0,85.0,2.0
4653,Koramangala,1249.0,2.0,165.0,2.0
4654,Koramangala,1200.0,2.0,100.0,2.0
4656,Koramangala,2223.0,3.0,300.0,3.0
4657,Koramangala,1744.0,4.0,210.0,3.0
4658,Koramangala,1866.0,4.0,245.0,3.0
4659,Koramangala,1320.0,2.0,160.0,2.0
4660,Koramangala,1350.0,2.0,103.0,2.0
4661,Koramangala,6000.0,4.0,625.0,4.0
4663,Koramangala,1320.0,2.0,160.0,2.0
4664,Koramangala,1710.0,3.0,210.0,3.0
4665,Koramangala,1355.0,2.0,95.0,2.0
4666,Koramangala,1600.0,3.0,170.0,3.0
4667,Koramangala,1260.0,2.0,100.0,2.0
4670,Kothannur,1206.0,2.0,48.23,2.0
4672,Kothannur,1100.0,2.0,40.0,2.0
4673,Kothannur,1197.0,2.0,47.88,2.0
4674,Kothannur,1197.0,2.0,47.8,2.0
4675,Kothannur,1070.0,2.0,42.79,2.0
4678,Kothannur,1070.0,2.0,38.6,2.0
4679,Kothannur,1485.0,2.0,59.4,3.0
4680,Kothannur,1215.0,2.0,48.6,3.0
4681,Kothannur,1404.0,2.0,56.15,3.0
4682,Kothanur,1200.0,2.0,51.0,2.0
4683,Kothanur,2400.0,2.0,150.0,3.0
4684,Kothanur,1828.0,3.0,110.0,3.0
4685,Kothanur,1186.0,2.0,58.0,2.0
4687,Kothanur,1847.0,3.0,105.0,3.0
4689,Kothanur,9600.0,5.0,550.0,5.0
4690,Kothanur,1435.0,3.0,70.0,3.0
4691,Kothanur,1187.0,2.0,58.0,2.0
4692,Kothanur,1847.0,3.0,110.0,3.0
4693,Kothanur,1460.0,3.0,71.0,3.0
4694,Kothanur,1185.0,2.0,59.0,2.0
4695,Kothanur,1436.0,3.0,70.0,3.0
4696,Kothanur,1462.0,3.0,71.0,3.0
4697,Kothanur,1790.0,3.0,105.0,3.0
4699,Kothanur,1070.0,2.0,45.5,2.0
4701,Kothanur,1145.0,2.0,56.0,2.0
4702,Kothanur,3401.0,5.0,230.0,4.0
4703,Kothanur,1455.0,2.0,69.0,2.0
4704,Kothanur,627.0,1.0,30.0,1.0
4705,Kothanur,1302.0,2.0,68.5,2.0
4706,Kothanur,1760.0,3.0,111.0,3.0
4707,Kothanur,1185.0,2.0,58.0,2.0
4708,Kothanur,1500.0,1.0,75.0,1.0
4709,Kothanur,1075.0,2.0,53.0,2.0
4710,Kothanur,1790.0,3.0,97.0,3.0
4711,Kothanur,2700.0,4.0,175.0,4.0
4712,Kothanur,1786.0,2.0,106.0,3.0
4713,Kothanur,1787.0,3.0,107.0,3.0
4714,Kothanur,1141.0,2.0,54.0,2.0
4715,Kothanur,1760.0,3.0,110.0,3.0
4717,Kothanur,1160.0,2.0,57.0,2.0
4718,Kothanur,1095.0,2.0,55.0,2.0
4719,Kothanur,1142.0,2.0,56.0,2.0
4720,Kothanur,1074.0,2.0,54.0,2.0
4721,Kothanur,1285.0,2.0,60.0,2.0
4722,Kothanur,1075.0,2.0,53.0,2.0
4723,Kothanur,1140.0,2.0,56.0,2.0
4724,Kothanur,1400.0,2.0,70.0,2.0
4727,Kothanur,1140.0,2.0,56.0,2.0
4728,Kothanur,1787.0,3.0,120.0,3.0
4729,Kothanur,1185.0,2.0,59.0,2.0
4731,Kothanur,1790.0,3.0,105.0,3.0
4732,Kothanur,1130.0,2.0,55.0,2.0
4733,Kothanur,1094.0,2.0,54.0,2.0
4734,Kothanur,1170.0,3.0,80.0,3.0
4735,Kothanur,1400.0,2.0,65.0,2.0
4736,Kothanur,1195.0,2.0,59.0,2.0
4737,Kothanur,1790.0,3.0,120.0,3.0
4738,Kothanur,1454.0,3.0,71.5,3.0
4739,Kudlu,1152.0,2.0,53.5,2.0
4740,Kudlu,1027.0,2.0,43.0,2.0
4741,Kudlu,1092.0,2.0,44.0,2.0
4742,Kudlu,1027.0,2.0,43.0,2.0
4743,Kudlu,1092.0,2.0,44.0,2.0
4744,Kudlu,1143.0,2.0,55.0,2.0
4746,Kudlu,1024.0,2.0,44.0,2.0
4748,Kudlu,1600.0,3.0,79.0,3.0
4749,Kudlu,1027.0,2.0,42.0,2.0
4750,Kudlu,1076.0,2.0,50.0,2.0
4751,Kudlu,1027.0,2.0,44.0,2.0
4752,Kudlu,1084.0,2.0,53.0,2.0
4753,Kudlu,1300.0,2.0,56.0,2.0
4754,Kudlu,1027.0,2.0,44.0,2.0
4755,Kudlu,1245.0,2.0,60.0,3.0
4756,Kudlu,1027.0,2.0,44.0,2.0
4757,Kudlu,1110.0,2.0,46.0,2.0
4758,Kudlu,2100.0,3.0,114.0,4.0
4759,Kudlu,1027.0,2.0,44.0,2.0
4760,Kudlu,720.0,1.0,33.0,1.0
4761,Kudlu,1027.0,2.0,44.0,2.0
4762,Kudlu,1162.0,2.0,52.0,2.0
4763,Kudlu,1041.0,2.0,53.0,2.0
4764,Kudlu Gate,1535.0,3.0,83.0,3.0
4765,Kudlu Gate,1535.0,3.0,85.0,3.0
4767,Kudlu Gate,1535.0,3.0,86.0,3.0
4768,Kudlu Gate,1564.0,2.0,92.0,3.0
4770,Kudlu Gate,1238.0,2.0,55.0,2.0
4771,Kudlu Gate,1707.0,2.0,99.745,3.0
4772,Kudlu Gate,1335.0,3.0,89.0,3.0
4773,Kudlu Gate,703.0,1.0,52.0,1.0
4774,Kudlu Gate,1535.0,3.0,86.0,3.0
4775,Kudlu Gate,1532.0,3.0,83.0,3.0
4776,Kudlu Gate,1113.0,2.0,50.0,2.0
4778,Kudlu Gate,1185.0,2.0,50.0,2.0
4782,Kudlu Gate,1215.0,2.0,45.0,2.0
4783,Kudlu Gate,812.0,2.0,38.25,2.0
4784,Kudlu Gate,1547.0,2.0,103.0,2.0
4785,Kudlu Gate,1336.0,2.0,86.0,2.0
4786,Kudlu Gate,1919.0,3.0,121.0,3.0
4787,Kudlu Gate,1464.0,3.0,56.0,2.0
4788,Kudlu Gate,1535.0,3.0,85.0,3.0
4789,Kudlu Gate,1850.0,3.0,120.0,3.0
4790,Kudlu Gate,940.0,2.0,69.57,2.0
4791,Kudlu Gate,1215.0,2.0,44.96,2.0
4792,Kudlu Gate,1164.0,2.0,75.0,2.0
4793,Kudlu Gate,3850.0,6.0,205.0,4.0
4794,Kudlu Gate,1183.0,2.0,79.54,2.0
4795,Kudlu Gate,1850.0,3.0,110.0,3.0
4797,Kudlu Gate,1183.0,2.0,79.54,2.0
4798,Kudlu Gate,1200.0,2.0,44.4,2.0
4800,Kudlu Gate,1310.0,2.0,53.0,2.0
4801,Kumaraswami Layout,2000.0,4.0,139.0,4.0
4802,Kumaraswami Layout,1000.0,2.0,48.5,2.0
4803,Kumaraswami Layout,1000.0,2.0,58.0,2.0
4804,Kumaraswami Layout,2400.0,7.0,125.0,7.0
4805,Kumaraswami Layout,2400.0,2.0,125.0,3.0
4806,Kumaraswami Layout,1310.0,2.0,70.0,3.0
4807,Kumaraswami Layout,850.0,1.0,78.0,1.0
4808,Kumaraswami Layout,3200.0,7.0,150.0,7.0
4809,Kumaraswami Layout,1310.0,2.0,85.0,3.0
4810,Kumaraswami Layout,2450.0,3.0,110.0,4.0
4811,Kumaraswami Layout,3100.0,7.0,145.0,7.0
4812,Kumaraswami Layout,1200.0,3.0,75.0,3.0
4813,Kumaraswami Layout,1081.0,2.0,60.0,2.0
4814,Kundalahalli,1724.0,3.0,125.0,3.0
4815,Kundalahalli,1030.0,2.0,49.0,2.0
4816,Kundalahalli,735.0,2.0,57.99,2.0
4817,Kundalahalli,1047.0,2.0,82.0,2.0
4818,Kundalahalli,1397.0,3.0,105.0,3.0
4819,Kundalahalli,1724.0,3.0,127.0,3.0
4820,Kundalahalli,1010.0,2.0,49.27,2.0
4821,Kundalahalli,1397.0,3.0,110.0,3.0
4822,Kundalahalli,1397.0,3.0,104.0,3.0
4823,Kundalahalli,1397.0,3.0,108.0,3.0
4824,Kundalahalli,1920.0,3.0,150.0,3.0
4825,Kundalahalli,1397.0,3.0,105.0,3.0
4827,Kundalahalli,1724.0,3.0,124.0,3.0
4828,Kundalahalli,1047.0,2.0,84.0,2.0
4829,Kundalahalli,1047.0,2.0,83.0,2.0
4830,Kundalahalli,7000.0,4.0,550.0,4.0
4832,Kundalahalli,1120.0,2.0,53.76,2.0
4833,Kundalahalli,1047.0,2.0,82.62,2.0
4834,Kundalahalli,1047.0,2.0,91.0,2.0
4835,Kundalahalli,1724.0,3.0,146.0,3.0
4836,Kundalahalli,1600.0,3.0,170.0,3.0
4838,Kundalahalli,1724.0,3.0,125.0,3.0
4839,Kundalahalli,1010.0,2.0,48.27,2.0
4840,Kundalahalli,1047.0,2.0,89.0,2.0
4841,Kundalahalli,2500.0,5.0,245.0,4.0
4842,Kundalahalli,1397.0,3.0,105.0,3.0
4844,Kundalahalli,1047.0,2.0,72.0,2.0
4845,Kundalahalli,1260.0,2.0,58.0,2.0
4846,Kundalahalli,3092.0,4.0,230.0,4.0
4847,Kundalahalli,1065.0,2.0,70.0,2.0
4848,Kundalahalli,1724.0,3.0,146.0,3.0
4849,Kundalahalli,1047.0,2.0,91.0,2.0
4850,Kundalahalli,1724.0,3.0,128.0,3.0
4851,Kundalahalli,1315.0,2.0,74.0,2.0
4852,Kundalahalli,2100.0,3.0,150.0,3.0
4853,Kundalahalli,1724.0,3.0,125.0,3.0
4854,Kundalahalli,1724.0,3.0,140.0,3.0
4855,Kundalahalli,1175.0,2.0,65.0,2.0
4857,LB Shastri Nagar,1043.0,2.0,55.0,2.0
4858,LB Shastri Nagar,1184.0,2.0,69.0,2.0
4859,LB Shastri Nagar,665.0,1.0,32.0,1.0
4860,LB Shastri Nagar,1250.0,2.0,48.5,2.0
4861,LB Shastri Nagar,1400.0,2.0,80.0,3.0
4862,LB Shastri Nagar,1184.0,2.0,62.0,2.0
4863,LB Shastri Nagar,1200.0,2.0,47.0,2.0
4864,LB Shastri Nagar,1200.0,2.0,75.0,2.0
4865,LB Shastri Nagar,1000.0,2.0,49.5,2.0
4866,Laggere,2800.0,5.0,125.0,5.0
4867,Laggere,1200.0,3.0,130.0,3.0
4868,Laggere,1200.0,1.0,125.0,1.0
4869,Laggere,1200.0,2.0,75.0,2.0
4870,Laggere,620.0,2.0,48.0,1.0
4871,Lakshminarayana Pura,1185.0,2.0,75.0,2.0
4872,Lakshminarayana Pura,1600.0,2.0,108.0,3.0
4873,Lakshminarayana Pura,1180.0,2.0,75.0,2.0
4874,Lakshminarayana Pura,1172.0,2.0,82.0,2.0
4875,Lakshminarayana Pura,1179.0,2.0,75.0,2.0
4876,Lakshminarayana Pura,1149.0,2.0,75.0,2.0
4877,Lakshminarayana Pura,1336.0,2.0,100.0,2.0
4878,Lakshminarayana Pura,1175.0,2.0,75.0,2.0
4879,Lakshminarayana Pura,1190.0,2.0,75.0,2.0
4880,Lakshminarayana Pura,1200.0,2.0,75.0,2.0
4881,Lakshminarayana Pura,1200.0,2.0,75.0,2.0
4882,Lakshminarayana Pura,1165.0,2.0,75.0,2.0
4883,Lakshminarayana Pura,1145.0,2.0,75.0,2.0
4884,Lakshminarayana Pura,1500.0,3.0,104.0,3.0
4885,Lakshminarayana Pura,1210.0,2.0,75.0,2.0
4886,Lakshminarayana Pura,1169.0,2.0,75.0,2.0
4887,Lakshminarayana Pura,1200.0,2.0,75.0,2.0
4888,Lakshminarayana Pura,1172.0,2.0,75.0,2.0
4889,Lakshminarayana Pura,1172.0,2.0,75.0,2.0
4890,Lakshminarayana Pura,1180.0,2.0,75.0,2.0
4891,Lakshminarayana Pura,1200.0,2.0,83.0,2.0
4892,Lakshminarayana Pura,1200.0,2.0,80.0,2.0
4893,Lakshminarayana Pura,1195.0,2.0,75.0,2.0
4894,Lakshminarayana Pura,1200.0,2.0,80.0,2.0
4895,Lingadheeranahalli,1521.0,3.0,95.0,3.0
4896,Lingadheeranahalli,1511.0,3.0,95.0,3.0
4897,Lingadheeranahalli,1683.0,3.0,109.0,3.0
4898,Lingadheeranahalli,1519.0,3.0,93.0,3.0
4899,Lingadheeranahalli,1521.0,3.0,94.99,3.0
4900,Lingadheeranahalli,1682.0,3.0,120.0,3.0
4901,Lingadheeranahalli,1521.0,3.0,94.71,3.0
4902,Lingadheeranahalli,1893.0,3.0,130.0,3.0
4903,Lingadheeranahalli,1705.0,3.0,110.0,3.0
4904,Lingadheeranahalli,2245.0,4.0,154.0,4.0
4905,Lingadheeranahalli,1682.0,3.0,113.0,3.0
4906,Lingadheeranahalli,1682.0,3.0,114.0,3.0
4907,Lingadheeranahalli,1506.0,3.0,95.0,3.0
4908,Lingadheeranahalli,1683.0,3.0,110.0,3.0
4909,Lingadheeranahalli,1684.0,3.0,120.0,3.0
4910,Lingadheeranahalli,2236.0,4.0,153.0,4.0
4911,Lingadheeranahalli,1894.0,4.0,114.0,3.0
4912,Lingadheeranahalli,2240.0,4.0,160.0,4.0
4913,Magadi Road,3600.0,6.0,141.0,6.0
4914,Magadi Road,1116.0,2.0,50.0,2.0
4916,Magadi Road,884.0,2.0,41.1,2.0
4917,Magadi Road,1005.0,2.0,55.78,2.0
4918,Magadi Road,1000.0,2.0,46.5,2.0
4919,Magadi Road,1500.0,2.0,93.0,4.0
4921,Magadi Road,1345.0,2.0,55.0,2.0
4923,Magadi Road,5000.0,6.0,360.0,5.0
4924,Magadi Road,1116.0,2.0,51.89,2.0
4925,Magadi Road,1052.0,2.0,60.0,3.0
4926,Magadi Road,940.0,2.0,50.0,2.0
4927,Magadi Road,1318.0,2.0,68.0,3.0
4929,Magadi Road,884.0,2.0,48.0,2.0
4931,Mahadevpura,1150.0,2.0,52.0,2.0
4932,Mahadevpura,1250.0,2.0,52.0,2.0
4933,Mahadevpura,1260.0,2.0,57.6,2.0
4934,Mahadevpura,730.0,1.0,35.0,1.0
4935,Mahadevpura,1434.0,2.0,67.39,3.0
4936,Mahadevpura,1146.0,2.0,53.8,2.0
4937,Mahadevpura,1532.0,2.0,62.0,2.0
4938,Mahadevpura,1620.0,2.0,76.0,3.0
4939,Mahadevpura,1136.0,2.0,64.5,2.0
4940,Mahadevpura,1400.0,2.0,65.8,3.0
4941,Mahadevpura,1137.0,2.0,53.4,2.0
4942,Mahadevpura,1601.0,3.0,95.0,3.0
4943,Mahadevpura,1450.0,3.0,75.0,3.0
4944,Mahadevpura,1152.0,2.0,54.0,2.0
4945,Mahadevpura,1212.0,2.0,56.9,2.0
4947,Mahadevpura,1505.0,3.0,78.0,3.0
4948,Mahadevpura,1500.0,2.0,70.0,3.0
4949,Mahadevpura,1236.0,2.0,58.0,2.0
4950,Mahadevpura,1236.0,2.0,58.0,2.0
4951,Mahadevpura,1120.0,2.0,53.0,2.0
4952,Mahalakshmi Layout,1575.0,5.0,158.0,4.0
4953,Mahalakshmi Layout,1105.0,2.0,80.0,2.0
4954,Mahalakshmi Layout,1200.0,3.0,160.0,4.0
4955,Mahalakshmi Layout,1200.0,2.0,110.0,3.0
4956,Mahalakshmi Layout,1876.0,3.0,150.0,3.0
4957,Mallasandra,1665.0,3.0,95.0,3.0
4958,Mallasandra,1665.0,3.0,86.58,3.0
4959,Mallasandra,1340.0,2.0,61.0,2.0
4960,Mallasandra,1325.0,2.0,70.0,2.0
4961,Mallasandra,1665.0,3.0,86.91,3.0
4962,Mallasandra,1325.0,2.0,70.0,2.0
4963,Mallasandra,905.0,2.0,40.0,2.0
4964,Mallasandra,1325.0,2.0,65.0,2.0
4965,Mallasandra,1325.0,2.0,73.0,2.0
4966,Mallasandra,1565.0,2.0,69.0,2.0
4967,Mallasandra,905.0,2.0,35.0,2.0
4969,Mallasandra,1100.0,2.0,76.3,3.0
4970,Malleshpalya,1140.0,2.0,46.5,2.0
4971,Malleshpalya,1225.0,2.0,46.86,2.0
4973,Malleshpalya,1052.0,2.0,50.0,2.0
4974,Malleshpalya,1405.0,2.0,77.0,3.0
4975,Malleshpalya,1065.0,2.0,50.0,2.0
4976,Malleshpalya,1210.0,2.0,55.0,2.0
4978,Malleshpalya,1060.0,2.0,40.0,2.0
4979,Malleshpalya,1430.0,2.0,69.5,3.0
4980,Malleshpalya,1421.0,2.0,90.0,2.0
4981,Malleshpalya,1245.0,2.0,55.0,2.0
4982,Malleshpalya,1200.0,2.0,46.0,2.0
4983,Malleshpalya,1225.0,2.0,52.0,2.0
4984,Malleshwaram,705.0,1.0,67.0,1.0
4985,Malleshwaram,12000.0,7.0,2200.0,7.0
4986,Malleshwaram,2500.0,5.0,325.0,4.0
4987,Malleshwaram,2006.0,3.0,297.0,3.0
4988,Malleshwaram,686.0,1.0,62.5,1.0
4989,Malleshwaram,2475.0,4.0,332.0,3.0
4990,Malleshwaram,2610.0,3.0,399.0,3.0
4991,Malleshwaram,2475.0,4.0,320.0,3.0
4992,Malleshwaram,900.0,2.0,95.0,2.0
4993,Malleshwaram,1420.0,2.0,158.0,2.0
4994,Malleshwaram,2000.0,3.0,250.0,3.0
4995,Malleshwaram,2215.0,3.0,275.0,3.0
4997,Malleshwaram,2475.0,4.0,300.0,3.0
4998,Malleshwaram,2345.0,2.0,293.0,3.0
5000,Malleshwaram,2215.0,4.0,310.0,3.0
5001,Malleshwaram,480.0,1.0,60.0,1.0
5002,Malleshwaram,1290.0,2.0,120.0,2.0
5003,Malleshwaram,2475.0,4.0,326.0,3.0
5004,Malleshwaram,2476.0,3.0,337.0,3.0
5005,Malleshwaram,900.0,2.0,90.0,2.0
5007,Malleshwaram,2050.0,4.0,270.0,3.0
5008,Malleshwaram,900.0,2.0,72.0,2.0
5009,Malleshwaram,620.0,1.0,86.8,1.0
5010,Malleshwaram,600.0,1.0,68.0,2.0
5011,Malleshwaram,2475.0,4.0,337.0,3.0
5012,Malleshwaram,2215.0,3.0,275.0,3.0
5013,Malleshwaram,2215.0,3.0,330.0,3.0
5015,Malleshwaram,1020.0,2.0,80.0,2.0
5016,Malleshwaram,600.0,1.0,90.0,2.0
5017,Malleshwaram,2200.0,3.0,275.0,3.0
5018,Malleshwaram,2475.0,4.0,326.0,3.0
5019,Malleshwaram,1500.0,2.0,140.0,2.0
5020,Malleshwaram,2475.0,4.0,340.0,3.0
5021,Malleshwaram,1400.0,2.0,190.0,2.0
5022,Malleshwaram,2475.0,4.0,300.0,3.0
5023,Malleshwaram,2400.0,3.0,380.0,3.0
5024,Malleshwaram,580.0,1.0,45.0,1.0
5025,Malleshwaram,1410.0,2.0,125.0,2.0
5028,Marathahalli,1220.0,2.0,57.0,2.0
5029,Marathahalli,1200.0,2.0,52.0,2.0
5030,Marathahalli,1200.0,2.0,60.0,2.0
5031,Marathahalli,1933.0,3.0,140.0,3.0
5032,Marathahalli,950.0,2.0,46.96,2.0
5033,Marathahalli,1230.0,2.0,80.0,2.0
5034,Marathahalli,3800.0,4.0,250.0,4.0
5035,Marathahalli,1019.0,2.0,49.85,2.0
5036,Marathahalli,1215.0,2.0,67.0,2.0
5037,Marathahalli,2181.0,3.0,152.0,4.0
5038,Marathahalli,1170.0,2.0,53.0,2.0
5039,Marathahalli,1019.0,2.0,49.86,2.0
5040,Marathahalli,1325.0,2.0,71.55,2.0
5041,Marathahalli,1220.0,2.0,56.5,2.0
5043,Marathahalli,1152.0,2.0,56.0,2.0
5044,Marathahalli,1610.0,3.0,90.0,3.0
5045,Marathahalli,1146.0,2.0,70.0,2.0
5047,Marathahalli,1469.0,3.0,89.0,3.0
5052,Marathahalli,2519.0,5.0,185.0,4.0
5054,Marathahalli,957.0,2.0,46.9,2.0
5055,Marathahalli,1583.0,3.0,105.0,3.0
5056,Marathahalli,2524.0,5.0,190.0,4.0
5060,Marathahalli,1071.0,2.0,52.25,2.0
5061,Marathahalli,1215.0,2.0,58.86,2.0
5062,Marathahalli,1102.0,2.0,53.67,2.0
5063,Marathahalli,1900.0,3.0,123.0,3.0
5064,Marathahalli,1045.0,2.0,60.0,2.0
5066,Marathahalli,1215.0,2.0,58.86,2.0
5067,Marathahalli,1365.0,2.0,73.0,2.0
5072,Marathahalli,1208.0,2.0,70.0,2.0
5073,Marathahalli,1325.0,1.0,92.0,2.0
5074,Marathahalli,1525.0,3.0,90.0,3.0
5075,Marathahalli,1937.0,3.0,140.0,3.0
5076,Marathahalli,1550.0,3.0,83.0,3.0
5077,Marathahalli,1350.0,2.0,86.0,2.0
5078,Marathahalli,957.0,2.0,47.0,2.0
5080,Marathahalli,1230.0,2.0,57.0,2.0
5081,Marathahalli,1200.0,2.0,58.0,2.0
5083,Marathahalli,607.0,1.0,35.0,1.0
5084,Marathahalli,1583.0,3.0,109.0,3.0
5085,Marathahalli,1075.0,2.0,52.43,2.0
5086,Marathahalli,1360.0,2.0,103.0,2.0
5087,Marathahalli,1220.0,2.0,58.5,2.0
5088,Marathahalli,950.0,2.0,45.68,2.0
5089,Marathahalli,615.0,1.0,44.0,1.0
5090,Marathahalli,1595.0,3.0,90.0,3.0
5091,Marathahalli,1350.0,2.0,89.0,2.0
5092,Marathahalli,1020.0,2.0,57.0,2.0
5093,Marathahalli,1600.0,3.0,88.0,2.0
5094,Marathahalli,780.0,1.0,55.0,1.0
5095,Marathahalli,1710.0,3.0,100.0,3.0
5097,Marathahalli,1358.0,2.0,81.0,2.0
5098,Marathahalli,1205.0,2.0,75.0,2.0
5099,Marathahalli,1730.0,3.0,110.0,3.0
5100,Marathahalli,1583.0,3.0,115.0,3.0
5101,Marathahalli,1200.0,2.0,67.0,2.0
5102,Marathahalli,1095.0,2.0,60.0,2.0
5103,Marathahalli,1060.0,2.0,48.0,2.0
5104,Marathahalli,1050.0,2.0,65.0,2.0
5105,Marathahalli,1102.0,2.0,53.67,2.0
5106,Marathahalli,1026.0,2.0,49.95,2.0
5109,Marathahalli,1220.0,2.0,59.0,2.0
5110,Marathahalli,881.0,2.0,48.06,2.0
5112,Marathahalli,1710.0,3.0,100.0,3.0
5113,Marathahalli,1680.0,3.0,105.0,3.0
5114,Marathahalli,1910.0,3.0,119.0,3.0
5115,Marathahalli,1602.0,2.0,104.0,2.0
5116,Marathahalli,700.0,1.0,38.0,1.0
5117,Marathahalli,1469.0,3.0,89.0,3.0
5119,Marathahalli,1690.0,3.0,116.0,3.0
5120,Marathahalli,1065.0,2.0,55.0,2.0
5121,Marathahalli,1693.0,3.0,125.0,3.0
5122,Marathahalli,1693.0,3.0,125.0,3.0
5123,Marathahalli,1196.0,2.0,57.9,2.0
5124,Marathahalli,1595.0,3.0,88.0,3.0
5125,Marathahalli,2122.0,3.0,125.0,3.0
5126,Marathahalli,1730.0,3.0,115.0,3.0
5129,Marathahalli,1125.0,2.0,55.0,2.0
5130,Marathahalli,1950.0,3.0,115.0,3.0
5131,Marathahalli,1250.0,2.0,68.0,2.0
5132,Marathahalli,1125.0,2.0,56.8,2.0
5133,Marathahalli,1350.0,2.0,90.0,2.0
5134,Marathahalli,1200.0,2.0,53.0,2.0
5135,Marathahalli,2500.0,5.0,175.0,4.0
5136,Marathahalli,957.0,2.0,47.0,2.0
5139,Marathahalli,1350.0,2.0,60.0,2.0
5140,Marathahalli,3400.0,4.0,235.0,4.0
5141,Marathahalli,1350.0,2.0,99.0,2.0
5143,Marathahalli,1285.0,2.0,55.0,2.0
5144,Marathahalli,2500.0,5.0,181.0,4.0
5145,Marathahalli,3800.0,4.0,235.0,4.0
5146,Marathahalli,3951.0,4.0,230.0,4.0
5147,Marathahalli,1125.0,2.0,54.8,2.0
5148,Marathahalli,1700.0,3.0,126.0,3.0
5150,Marathahalli,1270.0,2.0,73.0,2.0
5152,Marathahalli,950.0,2.0,46.7,2.0
5153,Marathahalli,1550.0,3.0,85.0,3.0
5154,Marathahalli,1019.0,2.0,49.86,2.0
5155,Marathahalli,1144.0,2.0,65.0,2.0
5156,Marathahalli,1240.0,2.0,55.0,2.0
5157,Marathahalli,1100.0,2.0,75.0,1.0
5158,Marathahalli,1156.0,2.0,52.0,2.0
5159,Marathahalli,2524.0,5.0,180.0,4.0
5160,Marathahalli,1135.0,2.0,60.0,2.0
5161,Marathahalli,1839.0,3.0,130.0,3.0
5162,Marathahalli,1170.0,2.0,85.0,2.0
5163,Marathahalli,1102.0,2.0,53.67,2.0
5164,Marathahalli,1108.0,2.0,60.0,3.0
5165,Marathahalli,1449.0,3.0,110.0,3.0
5166,Marathahalli,1360.0,2.0,101.0,2.0
5167,Marathahalli,1026.0,2.0,50.18,2.0
5170,Marathahalli,1270.0,2.0,80.0,2.0
5171,Marathahalli,1100.0,2.0,50.0,2.0
5172,Marathahalli,1196.0,2.0,57.95,2.0
5174,Marathahalli,1485.0,2.0,90.0,3.0
5175,Marathahalli,1146.0,2.0,69.0,2.0
5176,Margondanahalli,1090.0,2.0,58.0,2.0
5177,Margondanahalli,1200.0,2.0,58.5,2.0
5178,Margondanahalli,1200.0,2.0,67.0,2.0
5180,Margondanahalli,1000.0,2.0,57.0,2.0
5182,Margondanahalli,600.0,2.0,35.0,2.0
5183,Margondanahalli,1200.0,2.0,69.0,2.0
5184,Margondanahalli,900.0,2.0,49.0,2.0
5185,Margondanahalli,1140.0,2.0,60.0,2.0
5186,Margondanahalli,1100.0,2.0,55.0,2.0
5187,Margondanahalli,1152.0,1.0,66.0,2.0
5189,Margondanahalli,1200.0,2.0,65.0,2.0
5190,Margondanahalli,1050.0,2.0,58.0,2.0
5191,Margondanahalli,1160.0,2.0,65.0,2.0
5192,Margondanahalli,1334.0,2.0,67.76,2.0
5193,Marsur,1800.0,4.0,145.0,4.0
5194,Marsur,1200.0,3.0,90.0,3.0
5195,Marsur,1200.0,3.0,120.0,3.0
5196,Mico Layout,5000.0,9.0,210.0,9.0
5197,Mico Layout,1550.0,2.0,65.0,3.0
5198,Mico Layout,1125.0,2.0,40.0,2.0
5199,Mico Layout,1190.0,2.0,39.25,2.0
5200,Mico Layout,800.0,1.0,29.5,1.0
5201,Mico Layout,1250.0,2.0,44.0,3.0
5202,Mico Layout,1171.0,2.0,39.0,2.0
5203,Mico Layout,1200.0,2.0,53.5,2.0
5204,Mico Layout,1670.0,3.0,59.0,3.0
5205,Mico Layout,1140.0,2.0,43.0,2.0
5206,Munnekollal,1170.0,2.0,52.0,2.0
5207,Munnekollal,1102.0,2.0,53.67,2.0
5208,Munnekollal,1390.0,3.0,68.0,3.0
